time,acceleration,speed
0.0,0.0,0.0
1.0,1.3888888888888888,5.0
3.0,1.6666666666666667,17.0
6.0,3.2407407407407405,52.0
8.0,1.9444444444444438,66.0
10.0,5.972222222222223,109.0
12.0,1.9444444444444429,123.0
13.0,3.888888888888893,137.0
14.0,4.166666666666664,152.0
15.0,7.777777777777779,180.0
16.0,4.166666666666664,195.0
17.0,4.444444444444443,211.0
18.0,4.722222222222221,228.0
19.0,4.444444444444443,244.0
20.0,4.7222222222222285,261.0
21.0,4.722222222222214,278.0
22.0,5.0,296.0
23.0,4.7222222222222285,313.0
24.0,5.555555555555557,333.0
27.0,5.185185185185186,389.0
30.0,5.555555555555553,449.0
31.0,5.833333333333329,470.0
35.0,5.625,551.0
36.0,6.111111111111114,573.0
38.0,6.25,618.0
39.0,6.388888888888886,641.0
40.0,6.388888888888886,664.0
41.0,6.666666666666686,688.0
42.0,6.944444444444429,713.0
43.0,6.388888888888886,736.0
44.0,7.2222222222222285,762.0
46.0,7.083333333333329,813.0
47.0,7.2222222222222285,839.0
49.0,6.805555555555557,888.0
52.0,4.444444444444447,936.0
53.0,3.8888888888888573,950.0
54.0,4.166666666666686,965.0
55.0,3.888888888888914,979.0
57.0,5.0,1015.0
58.0,6.666666666666629,1039.0
59.0,7.7777777777777715,1067.0
60.0,8.333333333333371,1097.0
61.0,8.611111111111086,1128.0
62.0,9.166666666666686,1161.0
63.0,9.166666666666686,1194.0
64.0,9.4444444444444,1228.0
65.0,9.166666666666686,1261.0
66.0,9.444444444444457,1295.0
67.0,9.444444444444457,1329.0
68.0,9.722222222222172,1364.0
69.0,10.0,1400.0
70.0,10.0,1436.0
71.0,10.277777777777771,1473.0
72.0,9.722222222222229,1508.0
73.0,10.277777777777771,1545.0
74.0,10.833333333333371,1584.0
75.0,10.833333333333314,1623.0
76.0,10.833333333333314,1662.0
78.0,11.388888888888914,1744.0
79.0,11.388888888888857,1785.0
80.0,12.222222222222229,1829.0
81.0,11.944444444444457,1872.0
82.0,12.222222222222172,1916.0
84.0,12.777777777777771,2008.0
85.0,12.777777777777828,2054.0
87.0,13.472222222222229,2151.0
91.0,14.166666666666657,2355.0
92.0,14.722222222222285,2408.0
93.0,15.277777777777715,2463.0
94.0,15.833333333333371,2520.0
95.0,15.833333333333371,2577.0
96.0,15.833333333333258,2634.0
98.0,16.25,2751.0
100.0,17.083333333333314,2874.0
101.0,17.222222222222285,2936.0
102.0,16.66666666666663,2996.0
103.0,17.222222222222285,3058.0
105.0,17.91666666666663,3187.0
107.0,18.47222222222223,3320.0
108.0,19.166666666666742,3389.0
109.0,20.0,3461.0
110.0,20.277777777777715,3534.0
111.0,20.0,3606.0
112.0,20.0,3678.0
114.0,20.6944444444444,3827.0
115.0,21.111111111111313,3903.0
116.0,21.388888888888687,3980.0
117.0,21.666666666666742,4058.0
118.0,21.388888888888914,4135.0
119.0,22.22222222222217,4215.0
120.0,23.333333333333485,4299.0
121.0,23.05555555555543,4382.0
122.0,23.611111111111086,4467.0
123.0,23.888888888888914,4553.0
124.0,23.611111111111086,4638.0
125.0,24.166666666666742,4725.0
128.0,24.259259259259277,4987.0
129.0,26.111111111111086,5081.0
130.0,25.27777777777783,5172.0
132.0,27.083333333333258,5367.0
133.0,27.5,5466.0
135.0,27.08333333333337,5661.0
136.0,28.888888888888914,5765.0
137.0,28.05555555555543,5866.0
138.0,30.0,5974.0
139.0,30.27777777777783,6083.0
140.0,30.0,6191.0
142.0,30.97222222222217,6414.0
143.0,32.5,6531.0
144.0,32.2222222222224,6647.0
145.0,33.05555555555543,6766.0
146.0,31.94444444444457,6881.0
147.0,30.0,6989.0
149.0,28.611111111111086,7195.0
150.0,30.0,7303.0
152.0,29.58333333333337,7516.0
153.0,31.11111111111086,7628.0
154.0,30.555555555555657,7738.0
155.0,24.444444444444343,7826.0
156.0,6.944444444444798,7851.0
157.0,-1.1111111111113132,7847.0
158.0,-3.0555555555556566,7836.0
160.0,-4.027777777777828,7807.0
161.0,-4.444444444444343,7791.0
162.0,-4.444444444444343,7775.0
163.0,-4.166666666666515,7760.0
164.0,-4.444444444444798,7744.0
165.0,-4.444444444444343,7728.0
166.0,-1.9444444444443434,7721.0
167.0,1.3888888888886868,7726.0
168.0,2.5,7735.0
169.0,2.7777777777778283,7745.0
170.0,3.333333333333485,7757.0
171.0,3.333333333333485,7769.0
172.0,3.33333333333303,7781.0
173.0,3.333333333333485,7793.0
174.0,3.333333333333485,7805.0
175.0,3.6111111111108585,7818.0
176.0,3.611111111111313,7831.0
177.0,3.888888888888687,7845.0
178.0,3.611111111111313,7858.0
179.0,3.6111111111108585,7871.0
180.0,3.8888888888891415,7885.0
181.0,3.888888888888687,7899.0
183.0,3.75,7926.0
184.0,3.8888888888891415,7940.0
185.0,4.166666666666515,7955.0
186.0,3.888888888888687,7969.0
187.0,3.8888888888891415,7983.0
188.0,4.166666666666515,7998.0
189.0,4.16666666666697,8013.0
191.0,4.305555555555429,8044.0
195.0,4.236111111111086,8105.0
196.0,5.0,8123.0
197.0,4.722222222222172,8140.0
198.0,4.722222222222626,8157.0
199.0,5.0,8175.0
200.0,5.0,8193.0
201.0,5.0,8211.0
203.0,5.0,8247.0
204.0,5.0,8265.0
206.0,5.0,8301.0
207.0,5.277777777777374,8320.0
208.0,5.0,8338.0
209.0,5.0,8356.0
210.0,5.277777777777828,8375.0
211.0,5.555555555555657,8395.0
212.0,5.277777777777828,8414.0
213.0,5.277777777777828,8433.0
214.0,5.555555555555657,8453.0
215.0,5.277777777777828,8472.0
216.0,5.555555555555202,8492.0
219.0,5.555555555555657,8552.0
220.0,5.555555555555202,8572.0
221.0,5.833333333333485,8593.0
222.0,5.555555555555657,8613.0
223.0,5.833333333333485,8634.0
224.0,5.83333333333303,8655.0
225.0,6.111111111111313,8677.0
227.0,5.8333333333332575,8719.0
228.0,6.111111111111313,8741.0
229.0,5.83333333333303,8762.0
230.0,5.833333333333485,8783.0
232.0,6.111111111111086,8827.0
234.0,6.111111111111086,8871.0
238.0,6.25,8961.0
240.0,6.388888888888914,9007.0
241.0,6.666666666666515,9031.0
244.0,6.5740740740742085,9102.0
245.0,6.666666666666515,9126.0
246.0,6.666666666666515,9150.0
247.0,6.66666666666697,9174.0
250.0,6.7592592592591245,9247.0
251.0,6.944444444444798,9272.0
252.0,6.944444444444343,9297.0
253.0,6.666666666666515,9321.0
254.0,6.66666666666697,9345.0
255.0,6.944444444444343,9370.0
256.0,6.944444444444343,9395.0
257.0,7.222222222222172,9421.0
258.0,7.222222222222172,9447.0
259.0,7.222222222222172,9473.0
261.0,7.361111111111086,9526.0
262.0,7.222222222222626,9552.0
263.0,7.222222222222172,9578.0
265.0,7.5,9632.0
266.0,7.5,9659.0
267.0,7.5,9686.0
268.0,7.5,9713.0
269.0,7.777777777777828,9741.0
270.0,7.5,9768.0
271.0,7.5,9795.0
272.0,7.777777777777374,9823.0
273.0,7.777777777777828,9851.0
275.0,7.777777777777828,9907.0
276.0,8.055555555555657,9936.0
278.0,7.9166666666667425,9993.0
279.0,8.055555555555202,10022.0
280.0,8.333333333333485,10052.0
281.0,8.055555555555657,10081.0
282.0,8.33333333333303,10111.0
283.0,8.333333333333485,10141.0
284.0,8.333333333333485,10171.0
285.0,8.055555555555657,10200.0
286.0,8.33333333333303,10230.0
287.0,8.611111111111313,10261.0
288.0,8.33333333333303,10291.0
289.0,8.611111111111313,10322.0
290.0,8.611111111111313,10353.0
291.0,9.166666666666515,10386.0
292.0,8.333333333333485,10416.0
293.0,8.888888888888687,10448.0
294.0,6.944444444444343,10473.0
295.0,10.555555555555657,10511.0
296.0,8.611111111111313,10542.0
297.0,8.888888888888687,10574.0
298.0,8.888888888888687,10606.0
299.0,8.888888888889142,10638.0
300.0,9.166666666666515,10671.0
301.0,8.888888888889142,10703.0
302.0,9.166666666666515,10736.0
303.0,9.166666666666515,10769.0
304.0,9.444444444444798,10803.0
305.0,9.722222222222172,10838.0
306.0,9.444444444444343,10872.0
307.0,9.444444444444343,10906.0
308.0,9.444444444444343,10940.0
309.0,9.444444444444798,10974.0
310.0,9.444444444444343,11008.0
311.0,9.722222222222172,11043.0
312.0,9.722222222222172,11078.0
313.0,10.0,11114.0
314.0,10.0,11150.0
315.0,9.444444444444343,11184.0
316.0,10.0,11220.0
317.0,9.444444444444343,11254.0
318.0,10.0,11290.0
319.0,10.0,11326.0
320.0,10.277777777777828,11363.0
321.0,10.0,11399.0
322.0,10.277777777777828,11436.0
323.0,10.0,11472.0
324.0,10.0,11508.0
325.0,10.555555555555657,11546.0
326.0,10.555555555555657,11584.0
327.0,10.555555555555202,11622.0
328.0,10.277777777777828,11659.0
329.0,10.833333333333485,11698.0
330.0,10.833333333333485,11737.0
331.0,10.83333333333303,11776.0
332.0,10.833333333333485,11815.0
333.0,10.833333333333485,11854.0
334.0,10.555555555555202,11892.0
335.0,11.111111111111313,11932.0
336.0,11.111111111111313,11972.0
337.0,10.83333333333303,12011.0
338.0,11.111111111111313,12051.0
339.0,11.388888888888687,12092.0
340.0,11.111111111111313,12132.0
341.0,11.388888888888687,12173.0
342.0,11.388888888889142,12214.0
343.0,11.666666666666515,12256.0
344.0,11.111111111111313,12296.0
345.0,11.111111111110858,12336.0
346.0,11.388888888889142,12377.0
347.0,11.944444444444343,12420.0
348.0,11.666666666666515,12462.0
349.0,11.666666666666515,12504.0
350.0,11.388888888889142,12545.0
351.0,11.944444444444343,12588.0
352.0,11.944444444444343,12631.0
353.0,11.944444444444798,12674.0
354.0,11.944444444444343,12717.0
355.0,12.222222222222172,12761.0
356.0,12.5,12806.0
357.0,12.5,12851.0
358.0,12.222222222222172,12895.0
359.0,12.5,12940.0
360.0,12.5,12985.0
361.0,12.777777777777828,13031.0
362.0,12.5,13076.0
363.0,12.777777777777828,13122.0
364.0,12.777777777777828,13168.0
365.0,12.777777777777828,13214.0
366.0,13.055555555555202,13261.0
367.0,13.055555555555657,13308.0
368.0,13.055555555555657,13355.0
369.0,12.5,13400.0
370.0,13.333333333333485,13448.0
371.0,13.055555555555202,13495.0
372.0,13.333333333333485,13543.0
373.0,13.611111111111313,13592.0
374.0,13.611111111110858,13641.0
375.0,13.888888888889142,13691.0
376.0,13.33333333333303,13739.0
377.0,13.611111111111313,13788.0
378.0,13.888888888888687,13838.0
379.0,13.888888888889142,13888.0
380.0,13.611111111110858,13937.0
381.0,14.444444444444343,13989.0
382.0,14.16666666666697,14040.0
383.0,13.33333333333303,14088.0
384.0,12.5,14133.0
385.0,15.833333333333485,14190.0
386.0,14.166666666666515,14241.0
387.0,14.722222222222626,14294.0
388.0,14.722222222222172,14347.0
389.0,14.166666666666515,14398.0
390.0,15.277777777777828,14453.0
391.0,15.0,14507.0
392.0,14.722222222222172,14560.0
393.0,14.722222222222172,14613.0
394.0,15.0,14667.0
395.0,15.0,14721.0
396.0,15.277777777777828,14776.0
397.0,15.0,14830.0
398.0,15.555555555555657,14886.0
399.0,15.555555555555657,14942.0
400.0,15.0,14996.0
401.0,16.388888888888687,15055.0
402.0,15.83333333333303,15112.0
403.0,16.111111111111313,15170.0
404.0,16.111111111111313,15228.0
405.0,16.111111111111313,15286.0
406.0,15.83333333333303,15343.0
407.0,16.111111111111313,15401.0
408.0,16.111111111111313,15459.0
409.0,16.388888888888687,15518.0
410.0,16.66666666666606,15578.0
411.0,16.944444444445253,15639.0
412.0,16.111111111110404,15697.0
413.0,16.66666666666697,15757.0
414.0,16.944444444444343,15818.0
415.0,16.944444444444343,15879.0
416.0,16.388888888888687,15938.0
417.0,17.5,16001.0
418.0,17.5,16064.0
419.0,16.944444444445253,16125.0
420.0,17.222222222221717,16187.0
421.0,17.5,16250.0
422.0,17.777777777778283,16314.0
423.0,18.33333333333303,16380.0
424.0,18.33333333333303,16446.0
425.0,18.055555555555657,16511.0
426.0,17.222222222222626,16573.0
427.0,18.611111111110404,16640.0
428.0,18.33333333333394,16706.0
429.0,18.888888888888687,16774.0
430.0,16.388888888888687,16833.0
431.0,20.83333333333394,16908.0
432.0,18.888888888888687,16976.0
433.0,18.888888888888687,17044.0
434.0,18.888888888888687,17112.0
435.0,19.16666666666697,17181.0
436.0,19.16666666666697,17250.0
437.0,18.888888888888687,17318.0
438.0,20.0,17390.0
439.0,19.722222222221717,17461.0
440.0,19.16666666666697,17530.0
441.0,19.444444444444343,17600.0
442.0,20.555555555555657,17674.0
443.0,19.722222222222626,17745.0
444.0,18.888888888888687,17813.0
445.0,22.222222222221717,17893.0
446.0,20.555555555555657,17967.0
447.0,20.83333333333394,18042.0
448.0,20.277777777777374,18115.0
449.0,20.277777777777374,18188.0
450.0,21.66666666666697,18266.0
452.0,21.52777777777783,18421.0
457.0,21.944444444444525,18816.0
461.0,22.5,19140.0
462.0,22.5,19221.0
465.0,22.870370370370136,19468.0
468.0,21.944444444444645,19705.0
469.0,21.111111111110404,19781.0
470.0,21.66666666666697,19859.0
471.0,21.944444444444343,19938.0
472.0,22.777777777778283,20020.0
473.0,21.388888888888687,20097.0
474.0,22.777777777777374,20179.0
475.0,22.5,20260.0
476.0,23.055555555555657,20343.0
477.0,22.5,20424.0
478.0,22.777777777778283,20506.0
479.0,25.555555555555657,20598.0
480.0,20.277777777777374,20671.0
481.0,23.611111111111313,20756.0
482.0,22.777777777777374,20838.0
483.0,23.055555555555657,20921.0
484.0,24.16666666666697,21008.0
485.0,22.777777777777374,21090.0
486.0,23.33333333333394,21174.0
487.0,24.16666666666606,21261.0
488.0,24.444444444444343,21349.0
489.0,24.722222222222626,21438.0
490.0,25.277777777777374,21529.0
491.0,25.0,21619.0
492.0,25.0,21709.0
493.0,25.0,21799.0
494.0,25.83333333333394,21892.0
495.0,26.388888888888687,21987.0
496.0,26.944444444444343,22084.0
497.0,26.66666666666697,22180.0
498.0,25.0,22270.0
499.0,26.388888888888687,22365.0
500.0,26.944444444444343,22462.0
501.0,26.944444444444343,22559.0
502.0,27.5,22658.0
503.0,27.222222222222626,22756.0
504.0,27.777777777777374,22856.0
505.0,28.611111111111313,22959.0
506.0,28.888888888888687,23063.0
507.0,28.33333333333303,23165.0
508.0,28.611111111111313,23268.0
509.0,28.888888888888687,23372.0
510.0,29.16666666666697,23477.0
511.0,33.61111111111131,23598.0
512.0,25.83333333333303,23691.0
513.0,28.611111111111313,23794.0
514.0,30.555555555555657,23904.0
515.0,30.83333333333303,24015.0
516.0,31.111111111111313,24127.0
517.0,30.277777777777374,24236.0
518.0,31.388888888889596,24349.0
519.0,30.83333333333303,24460.0
520.0,31.111111111111313,24572.0
521.0,31.66666666666606,24686.0
522.0,34.722222222222626,24811.0
523.0,33.33333333333303,24931.0
524.0,33.61111111111131,25052.0
525.0,33.33333333333303,25172.0
526.0,33.33333333333394,25292.0
527.0,34.16666666666606,25415.0
528.0,34.44444444444434,25539.0
529.0,34.722222222222626,25664.0
530.0,35.277777777777374,25791.0
531.0,36.66666666666697,25923.0
532.0,35.55555555555566,26051.0
533.0,36.94444444444434,26184.0
534.0,36.94444444444434,26317.0
535.0,37.77777777777828,26453.0
536.0,37.5,26588.0
537.0,38.05555555555566,26725.0
538.0,38.611111111110404,26864.0
539.0,38.61111111111131,27003.0
540.0,28.055555555555657,27104.0
541.0,8.888888888888687,27136.0
542.0,2.777777777778283,27146.0
543.0,0.8333333333330302,27149.0
544.0,0.27777777777737356,27150.0
545.0,0.0,27150.0
546.0,0.0,27150.0
547.0,0.0,27150.0
548.0,0.0,27150.0
549.0,0.0,27150.0
550.0,0.0,27150.0
551.0,0.0,27150.0
552.0,0.0,27150.0
553.0,0.0,27150.0
554.0,0.0,27150.0
555.0,0.0,27150.0
556.0,0.0,27150.0
557.0,0.0,27150.0
558.0,0.0,27150.0
559.0,0.0,27150.0
560.0,0.0,27150.0
561.0,0.0,27150.0
562.0,0.0,27150.0
563.0,0.0,27150.0
564.0,0.0,27150.0
565.0,0.0,27150.0
566.0,0.0,27150.0
567.0,0.0,27150.0
568.0,0.0,27150.0
569.0,-0.27777777777737356,27149.0
570.0,0.0,27149.0
571.0,0.0,27149.0
572.0,0.0,27149.0
573.0,0.0,27149.0
574.0,0.0,27149.0
575.0,0.0,27149.0
576.0,0.0,27149.0
577.0,0.0,27149.0
578.0,0.0,27149.0
579.0,0.0,27149.0
580.0,0.0,27149.0
581.0,0.0,27149.0
582.0,0.0,27149.0
583.0,0.0,27149.0
584.0,0.0,27149.0
585.0,0.0,27149.0
586.0,0.0,27149.0
587.0,0.0,27149.0
588.0,0.0,27149.0
589.0,0.0,27149.0
590.0,0.0,27149.0
591.0,0.0,27149.0
592.0,-0.27777777777737356,27148.0
593.0,0.0,27148.0
594.0,0.0,27148.0
595.0,0.0,27148.0
596.0,0.0,27148.0
597.0,0.0,27148.0
598.0,0.0,27148.0
599.0,0.0,27148.0
600.0,0.0,27148.0
601.0,0.0,27148.0
602.0,0.0,27148.0
603.0,0.0,27148.0
604.0,0.0,27148.0
605.0,0.0,27148.0
606.0,0.0,27148.0
607.0,0.0,27148.0
608.0,0.0,27148.0
609.0,0.0,27148.0
610.0,-0.27777777777828305,27147.0
611.0,0.0,27147.0
612.0,0.0,27147.0
613.0,0.0,27147.0
614.0,0.0,27147.0
615.0,0.0,27147.0
616.0,0.0,27147.0
617.0,0.0,27147.0
618.0,0.0,27147.0
619.0,0.0,27147.0
620.0,0.0,27147.0
621.0,0.0,27147.0
622.0,0.0,27147.0
623.0,0.0,27147.0
624.0,0.0,27147.0
625.0,-0.27777777777737356,27146.0
626.0,0.0,27146.0
627.0,0.0,27146.0
628.0,0.0,27146.0
629.0,0.0,27146.0
630.0,0.0,27146.0
631.0,0.0,27146.0
632.0,0.0,27146.0
633.0,0.0,27146.0
634.0,0.0,27146.0
635.0,0.0,27146.0
636.0,0.0,27146.0
637.0,0.0,27146.0
638.0,0.0,27146.0
639.0,-0.27777777777828305,27145.0
640.0,0.0,27145.0
641.0,0.0,27145.0
642.0,0.0,27145.0
643.0,0.0,27145.0
644.0,0.0,27145.0
645.0,0.0,27145.0
646.0,0.0,27145.0
647.0,0.0,27145.0
648.0,0.0,27145.0
649.0,0.0,27145.0
650.0,0.0,27145.0
651.0,-0.27777777777737356,27144.0
652.0,0.0,27144.0
653.0,0.0,27144.0
654.0,0.0,27144.0
655.0,0.0,27144.0
656.0,0.0,27144.0
657.0,0.0,27144.0
658.0,0.0,27144.0
659.0,0.0,27144.0
660.0,0.0,27144.0
661.0,0.0,27144.0
662.0,0.0,27144.0
663.0,-0.27777777777828305,27143.0
664.0,0.0,27143.0
665.0,0.0,27143.0
666.0,0.0,27143.0
667.0,0.0,27143.0
668.0,0.0,27143.0
669.0,0.0,27143.0
670.0,0.0,27143.0
671.0,0.0,27143.0
672.0,0.0,27143.0
673.0,-0.27777777777737356,27142.0
674.0,0.0,27142.0
675.0,0.0,27142.0
676.0,0.0,27142.0
677.0,0.0,27142.0
678.0,0.0,27142.0
679.0,0.0,27142.0
680.0,0.0,27142.0
681.0,0.0,27142.0
682.0,0.0,27142.0
683.0,-0.27777777777828305,27141.0
684.0,0.0,27141.0
685.0,0.0,27141.0
686.0,0.0,27141.0
687.0,0.0,27141.0
688.0,0.0,27141.0
689.0,0.0,27141.0
690.0,0.0,27141.0
691.0,0.0,27141.0
692.0,0.0,27141.0
693.0,-0.27777777777737356,27140.0
694.0,0.0,27140.0
695.0,0.0,27140.0
696.0,0.0,27140.0
697.0,0.0,27140.0
698.0,0.0,27140.0
699.0,0.0,27140.0
700.0,0.0,27140.0
701.0,0.0,27140.0
702.0,-0.27777777777737356,27139.0
703.0,0.0,27139.0
704.0,0.0,27139.0
705.0,0.0,27139.0
706.0,0.0,27139.0
707.0,0.0,27139.0
708.0,0.0,27139.0
709.0,0.0,27139.0
710.0,0.0,27139.0
711.0,-0.27777777777828305,27138.0
712.0,0.0,27138.0
713.0,0.0,27138.0
714.0,0.0,27138.0
715.0,0.0,27138.0
716.0,0.0,27138.0
718.0,0.0,27138.0
719.0,-0.27777777777737356,27137.0
